SYMBOL, SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
HINDNATGLS, BE, 20-Jul-2021,49.05,49.4,50,47.3,47.9,48,48.09,33386,16.06,167, -, -
HINDOILEXP, EQ, 20-Jul-2021,121.95,121.5,121.5,116,118.35,118.05,118.85,809389,961.98,7381,393169,48.58
HINDPETRO, EQ, 20-Jul-2021,272.05,274.1,277,272.15,275.75,276.15,274.93,5532598,15210.67,75707,2222899,40.18
HINDUNILVR, EQ, 20-Jul-2021,2408.65,2403,2460,2403,2432,2434.9,2436.35,1061476,25861.31,80673,395704,37.28
HINDZINC, EQ, 20-Jul-2021,339.95,337.5,339.7,328.45,332,333,332.72,1078296,3587.76,23371,500757,46.44
HIRECT, EQ, 20-Jul-2021,163.8,163.5,163.7,154,156,156.05,157.38,40346,63.5,2167,19949,49.44
HISARMETAL, EQ, 20-Jul-2021,142.05,143.3,143.3,132.65,137,136.3,137.72,76767,105.73,3145,21713,28.28
HITECH, EQ, 20-Jul-2021,535.55,539,541.05,530,537.9,536.95,536.19,61369,329.05,1912,25399,41.39
HITECHCORP, EQ, 20-Jul-2021,234.65,240.05,240.3,225.3,231.55,232.85,232.41,16470,38.28,478,10759,65.32
HITECHGEAR, EQ, 20-Jul-2021,316.55,316.55,320,302,303,303.7,308.36,20011,61.71,1227,13101,65.47
HLEGLAS, EQ, 20-Jul-2021,3452.4,3466,3478.15,3361,3422,3421.9,3402.54,5777,196.56,1390,4240,73.39
HLVLTD, EQ, 20-Jul-2021,10.15,10.05,10.15,9.85,9.9,9.95,9.95,359569,35.79,714,252449,70.21
HMT, BZ, 20-Jul-2021,38.65,39.3,39.3,36.75,36.8,36.75,36.9,29987,11.07,138, -, -
HMVL, EQ, 20-Jul-2021,93.55,93.9,95.8,88.55,90.9,90.9,92.31,728245,672.25,7229,356695,48.98
HNDFDS, BE, 20-Jul-2021,1982.95,1980,1995,1965,1967.05,1975.1,1974.19,3800,75.02,758, -, -
HNGSNGBEES, EQ, 20-Jul-2021,354.77,353.8,354.95,352,352.35,352.76,353.79,694,2.46,106,438,63.11
HOMEFIRST, EQ, 20-Jul-2021,554.8,552,561.65,529,535.8,536.85,541.79,214660,1163,14035,101970,47.5
HONAUT, EQ, 20-Jul-2021,44045.7,44100,44129.8,42450,42656.05,42747.5,43146.72,3823,1649.5,2270,2025,52.97
HONDAPOWER, EQ, 20-Jul-2021,1288.8,1297,1299.65,1255,1270,1270.45,1276.8,17680,225.74,2877,9915,56.08
HOTELRUGBY, BE, 20-Jul-2021,3.45,3.6,3.6,3.6,3.6,3.6,3.6,11341,0.41,19, -, -
HOVS, EQ, 20-Jul-2021,71.25,72.35,74.8,70.05,74.8,74.8,73.35,153943,112.92,1506,84857,55.12
HPL, EQ, 20-Jul-2021,83.2,85.7,86.3,80.3,82.75,82.75,83.69,742658,621.51,7212,314616,42.36
HSCL, EQ, 20-Jul-2021,53.4,53,53.4,50.85,52,52,52.14,7008958,3654.34,27344,2238328,31.94
HSIL, EQ, 20-Jul-2021,258.55,259.9,261.75,250.65,251,252.7,255.63,301089,769.69,10028,98728,32.79
HTMEDIA, EQ, 20-Jul-2021,30.5,31.25,34.5,30.5,33.1,32.85,32.82,9739776,3196.53,28576,2930334,30.09
HUBTOWN, EQ, 20-Jul-2021,26.95,27.55,27.55,25.8,27.25,27.15,26.81,138743,37.19,413,104625,75.41
HUDCO, EQ, 20-Jul-2021,51.7,51.9,51.9,49.8,50.1,50,50.48,1951406,985.14,9681,879576,45.07
HUDCO, N2, 20-Jul-2021,1210.5,1223.5,1223.5,1220,1220,1220,1221.17,3,0.04,2,3,100
HUDCO, N3, 20-Jul-2021,1055.01,1055.01,1056,1054.01,1054.99,1054.98,1055.18,435,4.59,9,435,100
HUDCO, N4, 20-Jul-2021,1070,1081,1081,1081,1081,1081,1081,15,0.16,1,15,100
HUDCO, N5, 20-Jul-2021,1190,1189.88,1190,1189.88,1190,1190,1189.95,752,8.95,5,752,100
HUDCO, N6, 20-Jul-2021,1341,1336,1336,1336,1336,1336,1336,1,0.01,1,1,100
HUDCO, NA, 20-Jul-2021,1150,1150,1150,1150,1150,1150,1150,2,0.02,2,2,100
HUDCO, ND, 20-Jul-2021,1310,1305,1308,1305,1308,1306.97,1307.04,1481,19.36,15,1431,96.62
HUHTAMAKI, EQ, 20-Jul-2021,309.15,312.3,312.3,297.9,303,304.05,304.26,124717,379.46,4258,57580,46.17
IBMFNIFTY, EQ, 20-Jul-2021,156.67,159.27,160,155.51,159.37,157.64,158.53,1252,1.98,121,675,53.91
IBREALEST, EQ, 20-Jul-2021,159.3,159.5,162.25,151.5,153.4,154.2,156.18,46381185,72437.6,195251,9788067,21.1
IBUCCREDIT, N4, 20-Jul-2021,1255,1255,1255,1255,1255,1255,1255,45,0.56,2,45,100
IBUCCREDIT, N6, 20-Jul-2021,1062.8,1062.8,1062.8,1050.8,1060,1060,1054.47,235,2.48,9,225,95.74
IBUCCREDIT, N9, 20-Jul-2021,1001,1001,1001,1001,1001,1001,1001,245,2.45,7,245,100
IBULHSGFIN, EQ, 20-Jul-2021,270.85,270.85,276.9,264.05,264.6,265.95,270.23,11904710,32169.71,86950,2130346,17.89
IBULHSGFIN, N6, 20-Jul-2021,1052.3,1053.55,1063.9,1052.8,1063.9,1063.9,1053.65,727,7.66,12,727,100
IBULHSGFIN, N8, 20-Jul-2021,950,978,978,950,950,950,954.67,90,0.86,9,90,100
IBULHSGFIN, NA, 20-Jul-2021,995,994,1000,994,1000,1000,994.55,55,0.55,2,55,100
IBULHSGFIN, NB, 20-Jul-2021,1160.2,952,952,952,952,952,952,685,6.52,1,685,100
IBULHSGFIN, NE, 20-Jul-2021,1002,1002,1002,1002,1002,1002,1002,25,0.25,1,25,100
ICDSLTD, BE, 20-Jul-2021,26.5,27.8,27.8,27.8,27.8,27.8,27.8,12980,3.61,7, -, -
ICEMAKE, EQ, 20-Jul-2021,91.1,91.8,93.95,87.55,89.55,90,91.5,67564,61.82,1592,41570,61.53
ICICI500, EQ, 20-Jul-2021,224.07,225.99,225.99,221.4,223.2,223.08,222.22,2385,5.3,154,1588,66.58
ICICIALPLV, EQ, 20-Jul-2021,161.32,162.89,162.99,160,161.1,161.74,161.05,3986,6.42,147,2086,52.33
ICICIB22, EQ, 20-Jul-2021,40.6,40.8,40.8,39.92,39.95,39.99,40.11,161129,64.63,2066,137792,85.52
ICICIBANK, EQ, 20-Jul-2021,655.9,648.65,651.25,639.1,641.3,641.9,644.05,13169127,84816.13,210162,8973728,68.14
ICICIBANKN, EQ, 20-Jul-2021,349.84,359,359,342.8,342.94,343.17,344.59,10622,36.6,329,6544,61.61
ICICIBANKP, EQ, 20-Jul-2021,180.54,181.6,181.6,176.82,177,177.2,177.97,12231,21.77,288,10679,87.31
ICICIGI, EQ, 20-Jul-2021,1489.75,1492,1492,1466.6,1477,1477.2,1477.08,446751,6598.87,29668,273337,61.18
ICICIGOLD, EQ, 20-Jul-2021,42.46,42.31,42.89,42.31,42.63,42.59,42.68,238927,101.97,1268,163098,68.26
ICICILIQ, EQ, 20-Jul-2021,999.99,1000,1000,999.45,1000,999.99,999.96,10738,107.38,78,7336,68.32
ICICILOVOL, EQ, 20-Jul-2021,130.44,132,132,128.44,130.87,130.71,130.7,24558,32.1,1008,21466,87.41
ICICIM150, EQ, 20-Jul-2021,105.01,105.98,105.98,103.7,104.39,104.09,104.24,9912,10.33,256,6825,68.86
ICICIMCAP, EQ, 20-Jul-2021,95.99,96.9,96.9,94.31,94.31,94.74,95.04,23155,22.01,323,17457,75.39
ICICINF100, EQ, 20-Jul-2021,173.06,173.95,173.95,171.5,172.49,172.05,172.14,3052,5.25,215,2725,89.29
ICICINIFTY, EQ, 20-Jul-2021,168.73,194,194,166.87,167.54,167.54,167.31,522402,874.01,3405,427990,81.93
ICICINV20, EQ, 20-Jul-2021,85.42,93.1,93.1,84.51,85.3,85.15,85.07,13697,11.65,1279,10905,79.62
ICICINXT50, EQ, 20-Jul-2021,40.03,39.75,40.29,39.45,39.9,39.91,39.86,103107,41.1,1132,86718,84.1
ICICIPHARM, EQ, 20-Jul-2021,89.75,89.5,89.99,89,89,89.06,89.37,11163,9.98,183,6049,54.19
ICICIPRULI, EQ, 20-Jul-2021,626.25,625,625.35,601.6,602.1,604.8,609.86,1206624,7358.72,39935,515732,42.74
ICICISENSX, EQ, 20-Jul-2021,569.08,579.48,579.48,564,568,567.71,566.91,1544,8.75,113,1380,89.38
ICICITECH, EQ, 20-Jul-2021,296.02,299.93,299.93,293.55,296,296.04,294.98,306887,905.25,256,220229,71.76
ICIL, EQ, 20-Jul-2021,205.95,205.95,208.8,195,204.4,204.6,202.68,669077,1356.08,8681,309865,46.31
ICRA, EQ, 20-Jul-2021,3810.9,3860,4150,3740.25,3791.15,3817.25,3968,147987,5872.12,23742,13657,9.23
IDBI, EQ, 20-Jul-2021,37.85,37.85,37.95,37.3,37.4,37.4,37.6,5751062,2162.19,12410,2576902,44.81
IDBIGOLD, EQ, 20-Jul-2021,4410,4446.25,4446.25,4390.1,4417,4414.65,4413.32,404,17.83,43,370,91.58
IDEA, EQ, 20-Jul-2021,9.15,9.05,9.35,8.9,9.05,9,9.09,247909265,22537.66,167230,59488078,24
IDFC, EQ, 20-Jul-2021,53.6,53.6,53.85,51.4,52.7,52.8,52.53,4874011,2560.52,13886,2263965,46.45
IDFCFIRSTB, EQ, 20-Jul-2021,52.6,52.6,52.8,51,51.2,51.2,51.53,27810263,14329.42,75366,9915178,35.65
IDFCFIRSTB, NA, 20-Jul-2021,11405,11405,11405,11405,11405,11405,11405,10,1.14,3,10,100
IDFCFIRSTB, NB, 20-Jul-2021,5146.31,5150,5150,5150,5150,5150,5150,2,0.1,1,2,100
IDFCFIRSTB, NC, 20-Jul-2021,10945,10903.11,10930,10903.11,10910.1,10910.1,10914.4,12,1.31,3,12,100
IDFCFIRSTB, NE, 20-Jul-2021,10650,10601.02,10601.02,10601.02,10601.02,10601.02,10601.02,4,0.42,2,4,100
IDFNIFTYET, EQ, 20-Jul-2021,165.85,164.72,170,163.59,164.81,164.92,164.7,278,0.46,35,258,92.81
IEX, EQ, 20-Jul-2021,435.95,439,450.5,421.1,426.3,427.1,436.22,8569198,37380.24,154341,2167154,25.29
IFBAGRO, EQ, 20-Jul-2021,590.7,595,598.65,570.9,585,578.2,580.57,17420,101.14,1894,8051,46.22
IFBIND, EQ, 20-Jul-2021,1028,1037.05,1037.05,1008,1027.85,1017.95,1019.18,17039,173.66,2138,7855,46.1
IFCI, EQ, 20-Jul-2021,13.8,13.75,15.15,13.35,14.85,14.9,14.74,23580092,3475.42,28855,8262085,35.04
IFCI, NH, 20-Jul-2021,1040.53,1075,1084.99,1073,1080,1076.34,1075.44,1218,13.1,24,1166,95.73
IFCI, NL, 20-Jul-2021,1047.2,1058,1058,1040,1045,1044.79,1042.18,2513,26.19,67,2356,93.75
IFGLEXPOR, EQ, 20-Jul-2021,406.8,411,411,382.25,402.2,400.45,396.46,59165,234.57,4089,30449,51.46
IGARASHI, EQ, 20-Jul-2021,529.2,527,532,508.7,518.1,521.95,519.72,114854,596.92,4964,42594,37.09
IGL, EQ, 20-Jul-2021,549.7,549.7,549.7,536.95,537.55,538.2,540.22,3431968,18540.02,33087,2465644,71.84
IGPL, EQ, 20-Jul-2021,704.15,700,703.35,661,692.95,689.9,685.96,178541,1224.72,11491,65704,36.8
IIFCL, N4, 20-Jul-2021,1433,1418,1430,1418,1418.01,1418.01,1421.09,631,8.97,28,631,100
IIFL, BE, 20-Jul-2021,265.4,265.9,265.9,252.15,252.5,257.35,258.24,230759,595.92,1713, -, -
IIFL, N4, 20-Jul-2021,1019.99,1020,1020,1015,1016.3,1017.42,1015.93,554,5.63,17,543,98.01
IIFL, N6, 20-Jul-2021,1010,1039,1039,1010,1016.7,1016.7,1019.49,623,6.35,10,623,100
IIFL, NA, 20-Jul-2021,1197.15,1198.05,1198.05,1197.5,1197.5,1197.5,1197.56,170,2.04,5,170,100
IIFL, NE, 20-Jul-2021,995.01,994.9,994.9,994.9,994.9,994.9,994.9,400,3.98,1,400,100
IIFL, NF, 20-Jul-2021,991.51,990.6,990.6,987,987,987.07,988.59,2406,23.79,88,2273,94.47
IIFL, NG, 20-Jul-2021,990.02,985,985,985,985,985,985,83,0.82,2,83,100
IIFLSEC, EQ, 20-Jul-2021,123.3,124.3,124.7,114,121,121.85,120.25,2500704,3007.13,16123,989954,39.59
IIFLWAM, EQ, 20-Jul-2021,1386.35,1390,1488,1361.55,1385,1384.35,1429.71,148009,2116.1,14506,35936,24.28
IITL, EQ, 20-Jul-2021,71.35,70.6,74.85,70.3,72.9,74.55,72.14,2733,1.97,87,1956,71.57
IL&FSENGG, BZ, 20-Jul-2021,6.45,6.75,6.75,6.15,6.3,6.15,6.37,105639,6.72,168, -, -
IL&FSTRANS, BZ, 20-Jul-2021,5.85,6.1,6.1,6,6.1,6.05,6.09,395579,24.11,292, -, -
IMAGICAA, EQ, 20-Jul-2021,8.7,8.9,9,8.3,8.35,8.35,8.47,137434,11.64,342,92176,67.07
IMFA, EQ, 20-Jul-2021,643.1,646,655,616.25,652.5,648.15,639.16,105700,675.59,5181,62011,58.67
IMPAL, EQ, 20-Jul-2021,767.75,769.9,774.95,754,765,765.5,763.07,3746,28.58,381,2676,71.44
INCREDIBLE, BE, 20-Jul-2021,39.2,40,40,37.25,37.95,37.8,37.56,39674,14.9,208, -, -
INDBANK, EQ, 20-Jul-2021,34.25,34,34.25,31.1,32,31.85,32.59,422216,137.61,2625,229768,54.42
INDHOTEL, EQ, 20-Jul-2021,150.2,149.5,149.6,142,143.25,143,144.96,5423772,7862.25,36983,2173485,40.07
INDIACEM, EQ, 20-Jul-2021,192.45,194.9,201.7,193.1,195.25,196.45,197.91,12465509,24670.27,87241,2049090,16.44
INDIAGLYCO, EQ, 20-Jul-2021,714.05,715.45,718.7,681.35,693,691.3,697.85,276189,1927.38,10691,104938,37.99
INDIAMART, EQ, 20-Jul-2021,7054.3,7024.3,7059,6996,7059,7042.5,7025.52,69601,4889.83,10008,44243,63.57
INDIANB, EQ, 20-Jul-2021,139.3,143.5,143.5,136.85,137,137.8,140.68,9077451,12769.98,54754,3338836,36.78
INDIANCARD, EQ, 20-Jul-2021,221.4,222,225.3,217.1,221.55,221.25,220.97,18514,40.91,1501,12124,65.49
INDIANHUME, EQ, 20-Jul-2021,231.55,234.9,234.9,220.95,223.5,223,226.34,96179,217.69,4911,50886,52.91
INDIGO, EQ, 20-Jul-2021,1765.9,1761,1765.9,1670,1674.7,1673.95,1702.11,1196682,20368.83,41489,409219,34.2
INDIGOPNTS, EQ, 20-Jul-2021,2595.1,2620,2709,2553.4,2623.85,2628.4,2642.53,122734,3243.28,14032,33492,27.29
INDIGRID, IV, 20-Jul-2021,137,136.21,138,136.21,137.8,137.81,137.81,644679,888.44,207,612360,94.99
INDIGRID, NJ, 20-Jul-2021,1048,1043.6,1051.48,1043.6,1049,1049,1046.01,6306,65.96,84,6197,98.27
INDLMETER, EQ, 20-Jul-2021,14.85,14.2,15.25,14.15,14.35,14.25,14.55,114243,16.62,398,94803,82.98
INDNIPPON, EQ, 20-Jul-2021,374.5,376,378.8,363.25,372.8,369.95,368.27,36081,132.88,2281,21975,60.9
INDOCO, EQ, 20-Jul-2021,438.6,439,446.3,435.85,441,440.7,440.87,142302,627.36,7254,44473,31.25
INDORAMA, BE, 20-Jul-2021,60.4,61.45,61.45,57.4,57.4,57.9,58.79,84531,49.69,555, -, -
INDOSOLAR, BZ, 20-Jul-2021,3.15,3.2,3.3,3,3.2,3.1,3.18,390812,12.42,452, -, -
INDOSTAR, EQ, 20-Jul-2021,349.9,350,353.2,340.3,346.9,346.4,345.63,44543,153.95,3178,24234,54.41
INDOTECH, BE, 20-Jul-2021,249,240,258.85,236.55,257,255.85,245.51,10054,24.68,287, -, -
INDOTHAI, EQ, 20-Jul-2021,65.85,69.1,69.1,65.05,69,68.15,68.05,59556,40.53,528,37585,63.11
INDOWIND, BE, 20-Jul-2021,8.3,8.55,8.55,7.9,7.9,7.9,8.02,183019,14.68,519, -, -
INDRAMEDCO, EQ, 20-Jul-2021,83.2,83.35,84.25,80.7,81.5,81.55,82.28,381982,314.29,4359,178742,46.79
INDSWFTLAB, EQ, 20-Jul-2021,121.5,120.9,127.45,110.9,113.5,114.05,121.27,2996596,3634.06,35070,946771,31.59
INDTERRAIN, EQ, 20-Jul-2021,42.7,41.25,42.8,39.6,40.5,40.05,40.75,499133,203.42,2218,324980,65.11
INDUSINDBK, EQ, 20-Jul-2021,1015.85,1017,1019,980,983.45,981.55,991.89,3752725,37223,94050,1296859,34.56
INDUSTOWER, EQ, 20-Jul-2021,229.75,231,231,224,224.9,224.6,225.88,2025563,4575.31,22849,714811,35.29
INEOSSTYRO, EQ, 20-Jul-2021,1428.15,1425,1440.1,1385,1390,1393.05,1399.7,33140,463.86,3439,22520,67.95
INFIBEAM, EQ, 20-Jul-2021,49,48.9,49.4,47.4,48.7,48.65,48.53,7209378,3498.71,13847,3932751,54.55
INFOBEAN, BE, 20-Jul-2021,498.8,498,500,473.9,484,487.65,484.22,48610,235.38,1941, -, -
INFOMEDIA, EQ, 20-Jul-2021,4.8,5,5,4.6,5,5,4.97,43470,2.16,117,41219,94.82
INFRABEES, EQ, 20-Jul-2021,457.72,425.7,461.41,416.5,457.68,456.49,454.62,2324,10.57,192,1225,52.71
INFY, EQ, 20-Jul-2021,1541.7,1538.3,1557.7,1538,1547,1550.05,1547.47,5069939,78455.59,138422,3498740,69.01
INGERRAND, EQ, 20-Jul-2021,1026.1,1045,1074.9,1016,1030,1030.7,1051.94,394241,4147.18,25239,93532,23.72
INNOVATIVE, SM, 20-Jul-2021,16.05,15.25,15.25,15.25,15.25,15.25,15.25,6000,0.92,2,6000,100
INOXLEISUR, EQ, 20-Jul-2021,309.1,307.8,309.35,297.5,298.8,299.9,302.24,342467,1035.06,9464,232648,67.93
INOXWIND, EQ, 20-Jul-2021,111.65,113,114.65,106.5,107.45,108,111.06,496912,551.86,6837,253429,51
INSECTICID, EQ, 20-Jul-2021,777.35,784,789.7,752,761.95,755.95,768.94,52960,407.23,5549,23674,44.7
INSPIRISYS, BE, 20-Jul-2021,67.7,64.55,66.95,64.35,64.35,64.35,64.62,16843,10.88,106, -, -
INTELLECT, EQ, 20-Jul-2021,774.45,778.4,782.65,745.75,759,759.9,760,326815,2483.8,12631,181597,55.57
INTENTECH, EQ, 20-Jul-2021,82.05,88,90.25,85,90.25,90.25,89.52,763569,683.53,3728,390259,51.11
INVENTURE, EQ, 20-Jul-2021,3.55,3.55,3.75,3.55,3.7,3.7,3.63,5586496,202.98,3965,2972914,53.22
IOB, EQ, 20-Jul-2021,24.65,24.2,24.4,23.15,23.45,23.35,23.6,15576622,3675.97,28641,5628469,36.13
IOC, EQ, 20-Jul-2021,105.95,106.1,106.8,104.55,105.35,105.6,105.59,12829211,13546.54,69381,6225062,48.52
IOLCP, EQ, 20-Jul-2021,648,649.95,658.45,637,641,642,646.9,351425,2273.36,13395,118911,33.84
IPCALAB, EQ, 20-Jul-2021,2115.9,2128,2130.05,2107.3,2129,2119.95,2121.47,94078,1995.83,10585,54857,58.31
IPL, EQ, 20-Jul-2021,343.85,343,345,336.5,337.3,337.45,339.7,781980,2656.39,17239,406653,52
IRB, EQ, 20-Jul-2021,178.3,177.6,181.7,172.1,174.6,174.05,176.67,3497636,6179.16,19509,1223450,34.98
IRBINVIT, IV, 20-Jul-2021,57.61,57.75,58.95,57,58.88,58.77,58.03,412500,239.38,127,330000,80
IRCON, EQ, 20-Jul-2021,46.15,46.4,46.8,45.6,45.85,45.75,46.05,2077258,956.65,12017,831472,40.03
IRCTC, EQ, 20-Jul-2021,2424.5,2436,2479.95,2370,2376.9,2380.65,2428.09,2488163,60414.75,113205,381189,15.32
IREDA, N6, 20-Jul-2021,1431,1419.3,1420,1419.3,1420,1420,1419.3,204,2.9,4,204,100
IRFC, EQ, 20-Jul-2021,23.35,23.35,23.45,23.2,23.3,23.25,23.28,7502994,1746.36,23631,4224360,56.3
IRFC, N1, 20-Jul-2021,1083.01,1083,1083.5,1083,1083.5,1083.5,1083.06,1300,14.08,7,1300,100
IRFC, N2, 20-Jul-2021,1240.25,1247.97,1247.97,1225,1235,1235,1234.12,554,6.84,17,470,84.84
IRFC, N3, 20-Jul-2021,1093,1092.26,1124.99,1092.26,1124.99,1124.99,1103.31,372,4.1,5,124,33.33
IRFC, N9, 20-Jul-2021,1150,1187.99,1187.99,1170,1170,1170,1177.82,460,5.42,3,460,100
IRFC, NA, 20-Jul-2021,1259.7,1260,1263,1257,1257.63,1258.38,1259.41,1140,14.36,20,1140,100
IRFC, NC, 20-Jul-2021,1268.6,1270.5,1293.99,1270.3,1293.99,1293.99,1272.22,5433,69.12,8,5200,95.71
IRFC, ND, 20-Jul-2021,1146,1111,1111,1111,1111,1111,1111,20,0.22,1,20,100
IRFC, NE, 20-Jul-2021,1339.99,1338.9,1338.9,1338.8,1338.8,1338.8,1338.83,10,0.13,2,10,100
IRFC, NG, 20-Jul-2021,1260,1247,1247,1247,1247,1247,1247,2000,24.94,1,2000,100
IRFC, NJ, 20-Jul-2021,1259.99,1255,1258.99,1255,1258.99,1258.99,1255.19,830,10.42,2,830,100
IRFC, NO, 20-Jul-2021,1269.9,1272,1272,1272,1272,1272,1272,1000,12.72,1,1000,100
IRISDOREME, BE, 20-Jul-2021,148.75,148,155,148,153,151.95,150.84,4853,7.32,73, -, -
ISEC, EQ, 20-Jul-2021,774.6,781.6,787.95,723.4,760,760.15,752.28,1990707,14975.69,51641,536041,26.93
ISFT, EQ, 20-Jul-2021,118.1,123,124,112.2,112.4,112.75,116.87,148410,173.45,2543,71472,48.16
ISGEC, EQ, 20-Jul-2021,787.45,790,824,765,792,790.5,801.6,429358,3441.75,16486,95023,22.13
ISMTLTD, BE, 20-Jul-2021,24.85,26.05,26.05,26.05,26.05,26.05,26.05,114295,29.77,159, -, -
ITC, EQ, 20-Jul-2021,207.75,208.2,209.3,206.4,206.6,206.8,207.8,23656813,49157.83,161404,13024081,55.05
ITDC, EQ, 20-Jul-2021,414,411.55,411.55,396,396.45,397.7,401.65,92158,370.15,6251,25715,27.9
ITDCEM, EQ, 20-Jul-2021,92.2,92.7,93.8,89.15,89.75,89.7,91.47,1255468,1148.39,9839,525271,41.84
ITI, EQ, 20-Jul-2021,133.55,134,134.35,129.1,130,129.95,130.82,706238,923.93,7093,207727,29.41
IVC, EQ, 20-Jul-2021,6.8,7.1,7.1,6.55,6.8,6.8,6.72,529887,35.61,675,385414,72.74
IVP, EQ, 20-Jul-2021,149.95,147.5,149.9,144.3,145.5,145.55,146.63,2775,4.07,161,2136,76.97
IVZINGOLD, EQ, 20-Jul-2021,4315.6,4327.05,4363.2,4296,4296,4296,4329.51,85,3.68,33,52,61.18
IVZINNIFTY, EQ, 20-Jul-2021,1710.25,1665.6,1701.1,1665.6,1700,1700,1688.9,3,0.05,3,1,33.33
IWEL, BE, 20-Jul-2021,755.3,718,728,717.55,717.55,717.55,717.65,4581,32.88,213, -, -
IZMO, EQ, 20-Jul-2021,88.4,89.9,97.2,88.4,96.1,97,96,1040444,998.83,7861,471836,45.35
J&KBANK, EQ, 20-Jul-2021,37.45,36.25,38.9,36.25,37.6,37.8,37.93,4346715,1648.83,12065,1630729,37.52
JAGRAN, EQ, 20-Jul-2021,66.35,66.7,66.7,63.05,63.8,63.85,64.2,566202,363.49,5175,195459,34.52
JAGSNPHARM, EQ, 20-Jul-2021,171,171,172.75,162.5,165.85,165.65,166.42,124317,206.89,3012,66348,53.37
JAIBALAJI, EQ, 20-Jul-2021,63.6,62.05,63.8,60.45,60.9,61,61.54,141620,87.15,1804,94755,66.91
JAICORPLTD, EQ, 20-Jul-2021,167.05,167.15,168.6,158,160.85,161.3,163.16,1771389,2890.24,14676,600505,33.9
JAINSTUDIO, BZ, 20-Jul-2021,2.9,2.9,2.9,2.9,2.9,2.9,2.9,1486,0.04,4, -, -
JAKHARIA, SM, 20-Jul-2021,175,160,169.9,160,169,169,168.33,9600,16.16,7,8800,91.67
JALAN, SM, 20-Jul-2021,5.3,5.1,5.4,5.05,5.4,5.4,5.11,45000,2.3,7,45000,100
JAMNAAUTO, EQ, 20-Jul-2021,85.75,85.05,86.5,83.75,86.2,85.95,85.07,639770,544.27,7107,439390,68.68
JASH, EQ, 20-Jul-2021,580.8,580.8,588,530,555.9,556.2,567.84,40470,229.81,2285,18291,45.2
JAYAGROGN, EQ, 20-Jul-2021,242.15,241,245.6,229.8,238,237.65,237,127567,302.33,6996,53369,41.84
JAYBARMARU, EQ, 20-Jul-2021,216.65,217.8,218,208,213.5,213.3,211.84,81966,173.64,4099,42565,51.93
JAYNECOIND, BE, 20-Jul-2021,24.75,25.25,25.35,23.85,24.25,24.05,24.15,569450,137.51,383, -, -
JAYSREETEA, EQ, 20-Jul-2021,113.65,114,114.4,106.4,109.65,109.9,110.49,361356,399.28,8050,99690,27.59
JBCHEPHARM, EQ, 20-Jul-2021,1899.7,1915.3,1915.3,1852.25,1865.2,1869.95,1871.15,154044,2882.39,14306,87222,56.62
JBFIND, BE, 20-Jul-2021,38.35,39,40.25,36.55,40.2,40.2,39.44,701878,276.8,1290, -, -
JBMA, EQ, 20-Jul-2021,523.95,528.7,528.9,494.15,503,501.55,506.77,197716,1001.97,10191,82752,41.85
JCHAC, EQ, 20-Jul-2021,2300.7,2320,2320,2247.75,2270,2266.05,2271.65,15449,350.95,2995,8478,54.88
JETAIRWAYS, BZ, 20-Jul-2021,68.5,65.1,71.9,65.1,71.9,71.9,68.63,620826,426.05,4102, -, -
JETKNIT, SM, 20-Jul-2021,46.4,44.15,44.15,44.1,44.1,44.1,44.12,4500,1.99,3,4500,100
JHS, EQ, 20-Jul-2021,26.4,26.4,27.4,25.1,26.1,25.85,26.02,328844,85.57,1445,202743,61.65
JINDALPHOT, EQ, 20-Jul-2021,73.75,74.95,77.25,70.25,72.9,72.8,73.33,9839,7.21,216,6949,70.63
JINDALPOLY, EQ, 20-Jul-2021,996.95,990,1065,990,1025,1024.95,1035.21,1201156,12434.53,48829,237959,19.81
JINDALSAW, EQ, 20-Jul-2021,125.25,126.25,126.25,119.15,120.1,120.15,121.82,1674000,2039.34,12911,540079,32.26
JINDALSTEL, EQ, 20-Jul-2021,393.45,395.45,395.45,378.6,379.7,380.15,384.03,10162199,39026,100348,2667559,26.25
JINDRILL, EQ, 20-Jul-2021,142.05,142.65,142.65,130.2,135.3,135.15,135.68,160807,218.18,4837,104939,65.26
JINDWORLD, EQ, 20-Jul-2021,78.25,78.45,78.45,70.3,73.5,73.45,74.74,742414,554.86,12360,179514,24.18
JISLDVREQS, EQ, 20-Jul-2021,22.05,22.35,22.35,21.05,21.3,21.2,21.4,114674,24.54,355,68201,59.47
JISLJALEQS, EQ, 20-Jul-2021,34.65,35.1,35.2,33.05,33.45,33.5,33.96,3925233,1333.01,7922,2340406,59.62
JITFINFRA, BE, 20-Jul-2021,19.65,20.6,20.6,19.5,20.6,20.6,20.37,42207,8.6,147, -, -
JIYAECO, BE, 20-Jul-2021,5.95,6,6,5.75,5.95,5.95,5.85,70065,4.1,135, -, -
JKCEMENT, EQ, 20-Jul-2021,3186.4,3210,3238,3120,3139.85,3160.45,3199.4,98639,3155.85,11032,24258,24.59
JKIL, EQ, 20-Jul-2021,217.65,218.5,218.5,205.35,206.75,207.2,210.14,537427,1129.35,13528,263819,49.09
